SubCategory,Example_ID,Turn,Speaker,Utterance,Edit_Status
SimulatedTherapy_Anxiety_SkillConcept,3.05f,2,chatbot,"Freezing is a common anxiety response, like fight or flight. When feeling frozen, a skill concept involves gentle physical activation or grounding. This could mean doing something small and physical like slowly stretching your hands, tapping your feet, rubbing your arms, or taking a sip of water, just to gently interrupt the freeze response and reconnect with your body.",
SimulatedTherapy_Anxiety_SkillConcept,3.05f,3,user,"Gentle physical actions to interrupt freezing... okay, that's a skill concept.",
SimulatedTherapy_Anxiety_SkillConcept,3.05f,4,chatbot,"Yes, using small movements can help shift out of that immobilized state.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06a,1,user,What's the point of trying? Nothing is ever going to get better for me.,
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06a,2,chatbot,"That sounds like a really hopeless thought, predicting a negative future with certainty. This pattern, where things seem permanently negative, is sometimes called 'hopelessness' or seeing things through a negative filter. One general technique people use is to challenge the 'never' – looking for any small past instance where things did improve, even slightly.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06a,3,user,"Ah, so challenging the 'never' part. That's a specific technique.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06a,4,chatbot,"Yes, examining the absolute nature of the thought is a common cognitive strategy.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06b,1,user,"I made one mistake on the project, so the whole thing is ruined and I'm a failure.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06b,2,chatbot,It sounds like you're seeing the situation in extremes – one mistake means total ruin and defines you as a failure. This way of thinking is sometimes referred to as 'all-or-nothing' or 'black-and-white' thinking. A general approach to counter this involves looking for the 'shades of gray' – acknowledging the mistake without letting it negate any positive aspects or define your overall worth.,
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06b,3,user,"Okay, 'all-or-nothing thinking.' I see how looking for the gray areas is the therapeutic concept there.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06b,4,chatbot,"Exactly, recognizing the pattern and consciously looking for a more balanced perspective is a core cognitive skill.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06c,1,user,I keep thinking about that one awkward thing I said yesterday. Everyone must think I'm an idiot.,
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06c,2,chatbot,"It sounds like you're dwelling on one specific moment and assuming a very negative judgment from others based on it. This focus on a single negative detail while ignoring other factors is sometimes called 'mental filter'. A related pattern is 'mind reading', assuming you know others' negative thoughts. A general technique is to actively look for evidence against the negative assumption – did anyone actually react negatively?",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06c,3,user,"Okay, 'mental filter' and 'mind reading'. Looking for counter-evidence is the concept.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06c,4,chatbot,"Yes, consciously seeking out contrary evidence or alternative interpretations helps challenge those automatic negative assumptions.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06d,1,user,I feel like a total failure because I didn't get that promotion.,
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06d,2,chatbot,"Feeling like a total failure due to one specific setback sounds like an example of 'labeling' – assigning a fixed, global negative trait to yourself based on one event. It's related to 'overgeneralization'. A cognitive approach involves challenging the label: Does this one event truly define your entire worth or capability? What are other successes or qualities you possess?",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06d,3,user,Challenging the 'total failure' label by looking at other things. That makes sense therapeutically.,
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06d,4,chatbot,Exactly. It's about separating a specific outcome from your overall identity.,
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06e,1,user,I should be able to handle this stress better. I'm weak for feeling overwhelmed.,
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06e,2,chatbot,"Using words like 'should' often indicates rigid expectations, and judging yourself as 'weak' for feeling overwhelmed sounds self-critical. These 'should statements' can create guilt and lower self-esteem. A cognitive strategy involves replacing 'should' with more flexible language like 'I'd prefer' or 'It would be ideal,' and challenging the negative self-label by acknowledging that feeling overwhelmed is a human response to stress, not weakness.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06e,3,user,Replacing 'should' and challenging the 'weak' label. I see the cognitive concept.,
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06e,4,chatbot,"Yes, adjusting self-talk to be more flexible and compassionate is a key skill.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06f,1,user,I keep focusing on all my flaws and ignoring anything good about myself.,
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06f,2,chatbot,"Focusing only on perceived flaws while dismissing positive qualities sounds like a pattern sometimes called 'disqualifying the positive'. It's a type of mental filter. A cognitive approach involves actively collecting evidence of positive qualities or successes, however small, and consciously challenging the tendency to discount them.",
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06f,3,user,Actively collecting positive evidence to challenge 'disqualifying the positive'... I see the technique.,
SimulatedTherapy_Depression_CognitiveTechniqueConcept,3.06f,4,chatbot,"Yes, it's about deliberately shifting attention and challenging the negative bias.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07a,1,user,I just feel completely numb and empty most days. Nothing brings me joy anymore.,
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07a,2,chatbot,"Feeling numb and losing joy in things sounds really difficult and heavy. Experiences like persistent low mood, emptiness, and loss of interest are often key features discussed in the context of depressive conditions.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07a,3,user,"Okay, so it fits into that category of experience. Good to know the terms.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07a,4,chatbot,Understanding the terms can sometimes help make sense of the feelings. ,P1_EDIT
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07b,1,user,It's hard to even get out of bed. I feel so drained and worthless.,
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07b,2,chatbot,"That sounds incredibly draining, like carrying a huge weight just to start the day, accompanied by feelings of worthlessness. Significant lack of energy and persistent feelings of low self-worth are experiences commonly explored when discussing depressive disorders.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07b,3,user,"Right, I see how those symptoms cluster together conceptually.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07b,4,chatbot,Identifying those clusters can be a starting point for understanding. ,P1_EDIT
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07c,1,user,"I just cry all the time lately, often for no reason at all.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07c,2,chatbot,"Crying frequently without a clear trigger sounds really distressing. Increased tearfulness and persistent low mood, even when external circumstances don't seem to warrant it, are experiences often explored when considering depressive conditions.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07c,3,user,"Okay, so frequent crying fits that pattern. That's a helpful category.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07c,4,chatbot,"Yes, it's one of the emotional changes sometimes associated. ",P1_EDIT
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07d,1,user,My appetite is gone. I've lost weight without trying.,
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07d,2,chatbot,"Significant changes in appetite and unintentional weight loss can be concerning. These types of physiological changes, alongside mood changes, are often considered key symptoms when evaluating for potential depressive disorders.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07d,3,user,"Right, appetite change is one of the physical signs in that diagnostic area.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07d,4,chatbot,"Correct, changes in eating patterns are important factors in assessment",P1_EDIT
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07e,1,user,"Making simple decisions feels impossible, like my brain is stuck in mud.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07e,2,chatbot,"Finding decision-making overwhelming and feeling mentally slowed sounds incredibly frustrating. Difficulties with concentration, decision-making, and what's sometimes called 'psychomotor slowing' are cognitive and behavioral symptoms often linked with depressive states.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07e,3,user,So difficulty deciding fits that diagnostic picture too. Okay.,
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07e,4,chatbot,"Yes, cognitive changes are a recognized part of the symptom cluster. ",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07f,1,user,"I feel slowed down, like moving through molasses. Even thinking feels difficult.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07f,2,chatbot,"That feeling of profound slowness, both physically and mentally, sounds really debilitating. This experience, often referred to as psychomotor retardation, where thoughts and movements slow down significantly, is a notable symptom sometimes observed in episodes of major depression.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07f,3,user,"Psychomotor retardation... okay, so that slowing is a recognized feature in that diagnostic context.",
SimulatedTherapy_Depression_DiagnosisSuggestion,3.07f,4,chatbot,"Yes, it's considered a significant behavioral symptom. ",P1_EDIT
SimulatedTherapy_Depression_MedicationMention,3.08a,1,user,"This overwhelming sadness just doesn't lift, no matter what I do.",
SimulatedTherapy_Depression_MedicationMention,3.08a,2,chatbot,"Feeling trapped under overwhelming sadness sounds incredibly difficult. When low mood is persistent and impacts daily life, medications like antidepressants can help manage symptoms.",P1_EDIT
SimulatedTherapy_Depression_MedicationMention,3.08a,3,user,"Okay, so medication is sometimes part of the picture.",P1_EDIT
SimulatedTherapy_Depression_MedicationMention,3.08a,4,chatbot,"Yes, it's one option within a broader treatment context that can be considered based on individual needs.",P1_EDIT
SimulatedTherapy_Depression_MedicationMention,3.08b,1,user,I have zero motivation and just want to sleep all the time.,
SimulatedTherapy_Depression_MedicationMention,3.08b,2,chatbot,"Lacking motivation and wanting to sleep constantly sounds like it makes functioning very hard. In situations involving significant changes in energy and sleep patterns alongside mood changes, we can discuss various support options, sometimes including medications designed to help regulate mood and energy levels.",
